TotalBookings,19180,1.0,169.0,1.0,4.0,1.0,2.0,1.0,1.8220542231491137,2.450635429478999,27.222731362890563,6.0056140082177185,169.0,111.0,79.0,78.0,48.0
TotalRevenue,19180,0.0,1262455.4600000002,1478.36,36406.76,3514.52,13591.48,6517.92,11334.597308654935,16924.06610995021,23.785908287298636,2.8642401369396526E8,1262455.4600000002,286472.1499999999,245057.08,241665.03999999998,222095.8000000001
