TotalRevenue,993,0.0,6.234566739999991E7,2270.6,158277.72,7204.48,43861.04,17101.76,117245.18669687802,1989637.8557374512,30.879084834695487,3.9586587969835225E12,6.234566739999991E7,5362521.229999998,2248956.169999999,2098103.67,1782989.9499999997
TotalPassengers,993,1.0,10981.0,1.0,26.0,1.0,7.0,3.0,20.805639476334342,352.04826563857984,30.498656781777168,123937.98133913208,10981.0,1385.0,565.0,389.0,351.0
UniqueClients,993,1.0,3958.0,1.0,15.0,1.0,4.0,2.0,10.817724068479356,131.83941389625667,27.658429433206578,17381.63105650848,3958.0,1069.0,457.0,343.0,293.0
